text,reason,label
no better dat viber than zoom,currently unable stand to watch all content,0.0
"the mobile application is just disgusting, it constantly continuously lags the audio sound effects despite ignoring the fact now that i have acquired a samsung galaxy s21 cell phone!",‘ skype hunting is better,0.0
but then you guys can simply do it so that you can put an animated lego gif 3d picture and not just a photo.,easy to quickly use without having ability to constantly memorize kuji,0.0
the truth is that my zoom is actually very good but what i would seem like doing is to somehow be able to consistently put the profile a picture,video uploading video shows black flat screen,0.0
it is a generally very technically good application application but when it locks up and takes freaking me out,google account is deleted,0.0
so but when i give making it 4 stars because so they should correct the whole problem that happened when making they take putting you out of a meeting it will probably not let you back in,received poor reviews,0.0
it is not generally possible for to manually have calls by other applications at about the roughly same time when you are always connected remotely to the zoom,• screen sharing software quality is good,0.0
"the graphics are very bad, poor and it takes significant time saving to load on the user skins",battery unable vehicles to use on audi moto g20,0.0
"should you either have sound, whatever microphone, video or camera will refuse or to simply turn on.",want us to increase stereo audio,0.0
so this app shop is horrible online because sometimes people hack into it,• total subscription amount amount is wasted,0.0
i just hope that there is still a pip alert mode.,want customers to use a 3g network,0.0
the app is extremely easy to use but that sometimes using my mic player and camera technology does not really work on zoom.,want to easily control voice audio from app,0.0
the sound cuts in and out if more distant than one living person speaks / makes this noise at precisely the approximate same time.,too good for yoga,0.0
i can not turn this on video screen in at the meeting.,unable users to download videos and update,0.0
i shall try everything to get join & screen goes black with the bottom 4 missing squares showing only.,customers want to always hear audio waves without headphones,0.0
suggestion can have you also add an option where perhaps we can only change buttons or blur the background in all future android phones?,· facing issues with electronic downloads,0.0
"instead of sending the audio to choose my headphones, what i assume likely is the mandatory bluetooth connectivity option sends the audio to select my phonecall speaker speaker ( i also would rather have to hold nearly the whole phone to my ear ).",will want us to add photo,0.0
plans are therefore very not much expensive.,mic does generally not turn off after their call is being done,0.0
i wish wishes i could customize my own background,good times for group prayer meeting,0.0
• do thou not trust us the privacy of this app.,button uninstalled into the app,0.0
to provide screen recording features without permission or of its host,“ too many ads listed in app,0.0
currently there is probably a noticeable problem on bluetooth hybrid audio and device audio.,user unable to perform login,0.0
"a terrible messenger app, whilst not optimized, works terrible",unable to successfully meet on google,0.0
hopefully looking well forward to adding into the background to the zoom meeting,feel good for family and close friends,0.0
nowadays this game is a very very nice helpful ios app application for my online classes but it so lag and so much extra time taken for connection,app has zero audio and sound tracking errors,0.0
is not able afford to join any particular meeting smoothly after exactly every minute my thumb zoom disconnects and still shows error,speaker hardware is not working properly properly,0.0
so and because it keeps taking me long out of my meeting,unable users to legally use vpn,0.0
the microphone itself then makes several strange alien noises.,we want permission to access chat room,0.0
and add virtual console green screen apps on android please,looks good for zoom,0.0
this app store will not let me register them with facebook app or my official google health account.,call signal quality audio is good,0.0
it gives an error checking 403 code and does thus not allow you either to enter.,want to constantly change camera background during any video call,0.0
it is now no longer software compatible with my iphone tablet,ensuring good planning for remote conferences,0.0
often it is sometimes just that very sometimes the transmission is interrupted.,you want to go back after first clicking on effects picture section,0.0
"the missions actually are difficult and confusing, since you cannot level up rather very slowly and you are lost all through the time and the fact one doctor who delivers all the missions does not usually stop talking, the game is very bloody bad.",easy way to login for my kids,0.0
it is impossible to write clearly because sometimes the pen pressure is quite severely sometimes cut off and the vertical lines are printed out more sharply,want recording option launched in amazon mobile,0.0
"interactive handwriting manipulation was the next biggest merit, and but i literally could not write onto it anymore because it was blocked.",java app builder is user - friendly,0.0
please please remove the appropriate left column and right flipping function.,apple app store is not working,0.0
"i can absolutely not get into panting excited because i use a supercomputer, even but the zoom sensor on my portable phone monitor is on a guggie computer",want to make open virtual classroom background,0.0
terrible quality of maintaining the transmission quality of both the meetings.,want to really put some background on editing the app,0.0
would please loosen maximum or lower the correct age limit for zoom,people want to connect them to people,0.0
"the app setup is currently very good, but reportedly the decision to disable airplay mode and replace other android screen mirroring tablet devices also was a terrible one.",app software performance is extremely bad,0.0
"while overall, controls become noticeably more highly complex and difficult",any camera is not necessarily working,0.0
yet after finding several downloads and removals in the chinese language of playback the app is still russian!,want churches to register catholics for christmas eucharist,0.0
"since beginning then, but i can not turn back on viewing the video well.",want consumers to hear audio without audio filtering,0.0
audio track problems are endless but what is actually really bothering you in the last freaking week is such that because when weekly i schedule a meeting meeting through the mobile app it does not often appear either on the website's meeting track list anymore!,socially poor organization of civic functions,0.0
"everything was fine before but perfect now after when i re - installed, where it still is not officially supported currently on my ios",app developers typically need to periodically turn everything on sound when logging in,0.0
everything but i want instead my screen to forever be mirrored mirrored constantly even when others see it.,want to login anytime to keep meeting,0.0
i personally can not personally access these any meeting links,i want to get laptop mega charger,0.0
"• if you actually use zoom buttons on mobile ( not usually used with an iphone ipad ), now the zoom participant screen will continue to blink in your recent 10 years.",standard battery consumption limit is high,0.0
hope i could not cancel down the mortgage payment as scheduled.,want integration with amazon password management manager,0.0
now please cancel the requested file transaction.,hotspot technology is not working continuously during peak peak hours,0.0
i myself am now not able to officially share a whiteboard from iphone.,best good health app for communication and learning,0.0
cannot use zoom zoom tv as a premium vip paid user.,amazon worst paid premium subscription service,0.0
"horrible, because you don't have an icon to constantly transmit screen ( ruby mirror ),, horrible says the safari application browser for ruby that",want to successfully fix error 1132 displayed on google ipad,0.0
"“ when i mirror this in particular the video settings, the view object i now see is basically mirrored, but i still can not mirror it to other viewing participants ; it is really physically uncomfortable!",app glitches frequently and therefore takes up large buffer memory buffer space,0.0
"they can put the replay option to exit the main application queue and continue to appear the video, normally as well also as on the background screen, although there are some minor annoying animation bugs.",bad dog app for young children,0.0
you also should add more background shots and added face stickers,do not want anyone to ever use the android app,0.0
"the dragon pen does not ever work any further more, can you honestly tell me then why?",unable plans to actively open app windows since the last update,0.0
my invitees who cannot join on my yearly meeting,you want to delete from virtual background,0.0
"it is a mighty good app software and i am happy for having this app app but please just give mike the virtual desktop background player option here on this ipad mini, please i am pleasing you to give him the option.",want to simultaneously add filters and highlight backgrounds,0.0
the zoom is limited by with time constraints and often it is also very disruptive,receiving the 403 error,0.0
hence also if anywhere we join from below the browser itself sometimes the mic does otherwise not works.,users getting ads despite already paying for subscription,0.0
also that it reportedly did not even have basic passcode as yet an option,ipad 10 version needs substantial improvement,0.0
consider quick simple to securely set up and value accounts for money,they want me to find background settings,0.0
"making this app has been too helpful very pretty much, but as a gamer i really need animated profile pictures up to 100mb size, this editing feature alone is not helpful even to real people like me, and maybe some and other younger people.",itunes good app apps for screen sharing,0.0
"and as an always we might need more features planned for ipad and smartphone iphone like "" save contact the name and number "" and should also introduce new user backgrounds and filters.",• unable to sync watched scripted episodes,0.0
"… when here i checked up the basic basic accessibility function i found that there probably is no user problem, but i could not find options for camera",developers want to gradually change background view,0.0
we can not exactly find what the meeting or password actually is.,• want dvd 240p video quality,0.0
in iphone devices it so far has better than battery performance..!!,your app is extremely slow loading and buffers a lot,0.0
extremely good graphical interface and extremely clear quality of conferencing,want us to download music video,0.0
many bad connection conditions and network can not pin in phone,good for my live web streaming,0.0
creating best wishes for more collective creativity to the best team members of developers.,app store has terrible client servers,0.0
web version is complete crap everyone can now not even hear dicc ruined whole meeting so have to download through this app,unable to create account logs with ios the iphone app,0.0
"functionally things are also great graphics but the menu ui could be better, chat button interface is under also a permanently hidden menu although there already is space locked on main mouse screen.",want to actively update the itunes app,0.0
monday'exclusive s galaxy upgrade kit means i can no longer use zoom on my ipad app and watch only through sony safari with limited features included on my sony imac.,hard to possibly use on video,0.0
"on ipad users member iphone video views are very limited, youtube and viewers got very limited privacy features.",zoom is declared unusable temporarily while driving a patrol car,0.0
only problem. id wish we could isolate almost each stereo speaker in half the whole break out room.,want to quickly download the web app online from google play store,0.0
i want to be able to change the zoom position of the 3d camera box when physically zooming with like a handheld tablet smartphone or tablet phone.,want to create half a list page of future conferences and create prepared templates,0.0
", maybe you can then at least slowly add to your own volume slider.",want to find photo zoom or meetup,0.0
"the listening app is great simple and useful but could you add here a feature where you alone can really mute someone but for the two other active participants they can still hear that person, because it would probably be more very useful if it was added",zoom tv app is not fully connected to hot car bluetooth,0.0
can possibly not possibly get it to pair with hearing improvement aids.,players want to start in a conference,0.0
can you please please or add interactive background music and video filter option to ipad air,i want something to adjust volume,0.0
the buzzing sound is becoming constantly practically glictching!,meeting gets progressively disconnected and seemingly unable manage to rejoin,0.0
depending to whom else it may concern is considering it possible only to have the translation repeated simultaneously by splitting into the screen in two,english literal translation is probably not correct,0.0
where you to choose appropriate language,want users to communicate safely with customer support,0.0
"split view screen while conversing : if you could change zoom from split screen mode to the full panel screen, showing you yourself might lose all your audio control.",usually getting huge ads in either middle of the movies,0.0
you can absolutely not really change your mic instrument setting while drawing lyrics on someone someone else's,app store hangs you up automatically,0.0
and unless there is making it impossible unless i need my account to cancel cancelled you as much soon as possible,hebrew text is deleted,0.0
surely you need to surely have discovered a better way to connect them to people,unable wishing to connect on any mobile network,0.0
then the recording mic because sometimes when facing we only want to open the microphone mike we press another camera and that is generally not fair at all angle so pls make the camera camera tilt further then the microphone mic.,unable continued to regularly use hulu tv on phone,0.0
"would be even slightly better hidden if zoom could silence the computer notification engine sounds, sounding like skipping incoming notification emails.",good for human interactions,0.0
how can should you not add a comment yes or well wishes?,unable continue to receive multiple login zip code requests to sign in on tv,0.0
ignore my computer keyboard and speaker clock lags.,different grain prices come every every month,0.0
unable to actively upload file attachments stored in web chat.,the zoom class is left disconnected and shows user error,0.0
"i cannot currently enter "" zoom "" commands from the free web page from my network zoom tv ( now samsung ), it does therefore not warrant support.",unable to accurately adjust external subtitles,0.0
: can see you just add some more detail of the backgrounds just like :,microsoft core teams simulation is better,0.0
why no video gaming backgrounds exist yet?,does does not work on most portable devices,0.0
"it sometimes really annoys me, because in my account i am using i practically cannot change my name, even or accurately profile that picture, and my last name is still completely different then than my real father one, and half why my school does not know.",want developers to share screen views on mobile,0.0
i can not open my virtual voice disabled since my image alone is enough to either,phone screen information sharing is inherently slow,0.0
children unable to enter till the year of their birth.,gotta want him to verify phone number,0.0
exactly how easily do i still get quality recordings?,customers want message recall validation function,0.0
"well after i have set free my account i was trying just to joint my zoom card meeting they kept on telling you me "" switch yours account "" name and they will just not let help me change both my name and photo. not impressed",digital video freezes while also playing,0.0
"when computing there is already a minimal problem, optimal support is non - existent.",amazon good audio and video recording connection,0.0
assume i am going into zoom you digital background to pop open my exam and watch my web camera switches back off automatically.,automatic biometric handwriting recognition fails after failure enabling it in settings,0.0
"but every damned time later your phone cell number could probably not quite be saved, please try again",• poor quality of mass communication,0.0
"first send off, the preveiws tools they put in through the app developer store are downloaded so you cringe.",ios need dark mode on blackberry ios,0.0
"screen share rating quality is horrible, averaging 40p at the website very least most.",good apps forum for scientific study and conference,0.0
"- files are kept being carefully sent very slowly, almost even and sometimes canceled.",developers want to completely remove cartoon shows from watchlist,0.0
when finished i click light on inside the effects section i can not go straight back.,particularly good for building relations globally through zoom,0.0
everyone below says there is no formal support mechanism for turkish programming language translate from settings cyrillic to turkish so simple why or how did you not fully understand?,want anyone to physically connect with others through a zoom,0.0
"unfortunately, no sound on tv comes when i plug together my android ipad ipad or apple iphone together into an hdmi adapter.",you want to permanently remove russian language,0.0
• weblink safari does also not work properly on ipad browser ( google ),receiving incorrect email phone number check message,0.0
nowadays we also legally have privileges to take notes written on our ipad ipads and can literally not take notes while technically splitting up the picture screen because the space is too small for both writing and meeting to even see anything!,app server rarely goes down when trying to actively join the class,0.0
all of a sudden — it does certainly not take the internet password which is working only on mobile but definitely not worked on ipad,app store no longer actively supports android bluetooth devices,0.0
why are account privacy settings so so easily inaccessible?,switch apps from laptop to smart phone page without logging out,0.0
« i want to also change my 2fa settings and new authenticator app,want anyone to block all calls while in any zoom meeting,0.0
"unfortunately, unfortunately no breakout rooms can be remotely created apart from using the iphone.",composers facing trademark issues with audio,0.0
although no participants currently can focus exclusively in breakout.,adobe auto connect vpn apps while using yahoo app,0.0
as far as upper top stair but breakout rooms doors are missing.,this app is currently glitchy on green screen color background,0.0
i can always not properly chat with my old friends because obviously i can always not find the wrong contact request button!,both netflix and amazon are pretty good,0.0
may i please ask you how to send more pictures back in messenges?,app store crashing activated during ipl stream,0.0
"lots variety of features, but online chat boxes can keep blocking on the presentation",but unable to clearly view subtitles clearly,0.0
disable mic cannot in tune the settings but still feel it switched on correctly without pressing out the mic,digital zoom is simply not convenient,0.0
still have he not already got a proper refund.,weblink does not usually work solely on ipad mini browser,0.0
"also, fortunately for the life span of me, can not seem to consciously find a new way to subtly add different character backgrounds.",promote good provision for spiritual needs,0.0
fix password error fix and restore invalid id,sound processing quality audio is poor,0.0
website please only provide pip on ipad,platform has poor quality implementation of educational content,0.0
then it would be perfect fitting to have even more message queue recall function!! ',unable to simply watch movies right after update,0.0
"digital video, sometimes producing audio as well, usually turns color black intermittently periodically when switching between split view on ipad.",app subscription is also good to watch upcoming disney content,0.0
previously unpleasant reverse engineered camera vcl,users want to actively register for classes,0.0
perhaps it is in ordinary german - how can do i switch to speak dutch or english please please?,want somebody to play copy paste chat,0.0
waste of spare time it does not even let you continuously scan the appropriate code except when do you even have code!,they want users to add blur option,0.0
"ah hi, i still have black screen when i please switch to see your active text speaker.",want you to also confirm account,0.0
expect the software releasers to add settings and hit different wallpapers available on ipad,their app is better than previous microsoft teams,0.0
and but perhaps the app sometime have a litle bit rate lag noticeable when my teacher share half the screen and watch the corresponding video.,currently facing frequent issues with google hulu,0.0
sometimes multiple code word passes can not be properly entered.,want for catalan language web support,0.0
"network tv or tv network, video does may not always match the voice and screen.",unable software to use on 3d pixel devices,0.0
ipad 5 os does not generally have the default background.,unable continues to install iphone app in mobile,0.0
and but iphone 5 must never have any virtual background on the filter,to improve the quality standards of communication,0.0
so i also can not take part in any any class on my ipod iphone and my ipad now too.,phone calls drop drastically all through the time,0.0
i don't not know sure how long to cancel the postal service and the payment becomes extremely automatic,good for creating a communal meeting ground room,0.0
"every free time that you can go directly to the meeting hall or every time you learn anything online, you need to fully enter your password again.",netflix coverage is better,0.0
"… but the bad thing funny about this application is just that the free software version has also a bad interface, in addition to the fact that you have to pay money to have such a pro software version to be able to actually have a meeting deadline of more than 40 minutes and better features.",an app keeps users logging out,0.0
how can i safely open such a friendship group?,facing issues posed with breakout function rooms after latest technology update,0.0
"i sincerely do still not honestly know how to remotely put down the filters, or nor do i know how well to put the photos in to the entrance when when you turn off your camera.",this pip is not yet working,0.0
"and they have just set up a really very nearly annoying update with a terrible sound every time because i tap directly on this mute / ipod unmute micro, and then there actually is apparently no way to disable that.",• want to easily access text box,0.0
"after reading the last language update, the interface completely changed and is displayed in russian, in excluding the settings provided there is no explicit such user option specified as "" language language selection """,note displaying incorrect password correctly after entering to correct password,0.0
can someone tell my how to safely start processing a house call?,want to kick open the baby cream shower,0.0
"i... am so terribly sad, and light disappoint because while this app on iphone don't really have any feature only allows any user id to change background in phone meeting.",may want to sign up again for zoom,0.0
"app installation was probably easier than others, but i recommend watching you make an easy interface easier and will have more time in meeting conditions for purchasing the itunes free version.",its app is continually lagging,0.0
your mirror vision mode is horrible,especially good for most virtual gatherings,0.0
"technically i can not register, but plus note the lack of a ukrainian foreign language, please do correct it and put a good assessment",crashes 50 km times 3 in a minute,0.0
"only when a link is sent, it does don't automatically let you click and thus follow up it.",want to do google device validation check,0.0
then the computer appt shuts down twice twice,surround audio is usually choppy,0.0
it theoretically would be awesome fun if you also implemented native picture in picture mode for managing video screen calls so we probably can minimize locking the app while carefully keeping out a call on the screen,want backup data load saver option,0.0
physically it is actually a fairly good app but it does not even let me enter what documents it says in via the apple app download store that it is valid for 4 years and older,want android to get touch up premium appearance option software for android,0.0
the application process crashes a lot and i just can really not totally understand during my meetings and also it takes a long little time to let up the meeting get in please fix fixing it,i want to connect to windows app,0.0
— it also does not connect for me with people wanting to say play minecraft does not work!,sound generation does not necessarily work on song xiomi 10,0.0
hyper zoom will probably not let me create sections and sometimes also users will not let me completely start or temporarily subscribe,want me to register names with iphone,0.0
* and it is the one which i will use for saving everything — but the sharing function space is very limited and and difficult i cannot share videos or the sound effects of the ipad among other things nothing like reading on portable computers,australians want to legally join new zealand meettings,0.0
maybe it would help many potential students if when zooming out while standing in a meeting the meeting is minimized in quite one small part of seeing the exam screen.,mobile app update performance is bad despite good android internet,0.0
now i need to radically reduce the memory size of virtually the entire app because the current 15 kb gb device contains 16gb erase including all unnecessary apps then many memories devices can not even be deleted,facing variable delay correction when demonstrating computer program window from 4k color display to ipad,0.0
but. it definitely will not kindly let me anymore put funds and fees filter,these russian linux programmers are good,0.0
"ask zoom for every 3 - fold 4 billion people, but as we can therefore not exchange cards",you want to online register with either facebook or google,0.0
"when watching you successfully try to log in through an institutional security account, you enter a random loop program that essentially ends 6 hours later without successfully actually signing you log in.",unable users to freely use digital subtitles on chromecast,0.0
"i shall mainly usually use this it mostly for yoga exercise lessons, but i can probably no longer effectively turn off the power center camera in the control center, and i can not capture the complete entire physical pose.",want it to open to a meeting without to update the app,0.0
there is now a slight bug patch that disabled the zoom mouse screen camera hardens on microsoft iphone xs ( ios15. 2. 1 ).,but unable yet to hear audio,0.0
i would like zoom to be fully able to double work picture in background scenes with picture in a picture versus video mode like facetime does.,video clip freezes during live soccer matches,0.0
"now, camera shutter is instantly properly turned off when previously you cannot put zoom cameras on background.",connection chain error crashes,0.0
i certainly would also love to be able again to fully control every remote screen from within the ipad.,unable to completely view all their movies,0.0
"the first question question is now why i normally can not save a list of certain meetings i can possibly connect to on board the main screen, with the ability easier to name after this meeting.",network encryption is normally overloaded,0.0
"parties resolve that the issue requires of maintaining a clear list of conferences, prepared templates",they want kids to take the class,0.0
should we not notice there be an additional upgrade to pro tools button hanging around somewhere?,want someone to preview their video,0.0
i don't understand just why guys write overly bad business reviews!,all sound is rattling,0.0
switching between devices with almost a valid single email account is very much convenient.,we want to use chat and background,0.0
wondering why so can not i always make use instead of a whiteboard.,just want to update your backgrounds,0.0
"though the big notification bell keeps things going ever on during the meeting, it rings regularly when either a person usually joins or immediately leaves which disturbs the meeting.",doctors want everyone to play tennis because cell is locked,0.0
"considering the automated bell tower is still not usually necessary, it simply is almost okay to leave a banner on the screen but certainly not a bell every time someone joins.",want to freely view shared touch screen,0.0
add google pip picture - search in - picture support apps for iphone iphones,image file quality needs continual improvement,0.0
"support does not work, meaning there also is basically no way to fix it even in choosing the settings.",providing good opportunities for spiritual meetings,0.0
"with dear zoom developers, make more it possible easier to change icons automatically on safari 7 iphones",consumers want to access zoom zoom cloud,0.0
sometimes it has inherent connectivity issues on an iphone.,want him to never change screens,0.0
i would also just be like to finalize that ipad smartphone and iphone can connect a twenty second usb pair of headphones attached via google bluetooth.,want block root function,0.0
"the zoom has not always worked too very much well, it is not very convenient, but recently it really has gradually become hanging,",good software app for customer conducting facetime,0.0
"ask to drop all data ( name, birth surname, via email ) and then send virtually incomprehensible phone links to some electronic conferences.",another app has bad weather software,0.0
a particularly large digital delay when directly demonstrating a computer window comes from a 4k display display to produce an ipad.,want your pip mode,0.0
there is virtually no way outside to organize session rooms anywhere on board the ipad.,want one to manage several multiple rooms,0.0
"when i sometimes went to a distance from learning lesson, conferences always crashed hard and did always not stop work",feel good for interactive conferencing,0.0
understand why we can or not i register with iphone 7,unable continued to use walt disney plus dvd on tv,0.0
"- can not easily possibly change his name from once called in case a normal meeting - chat does not save to beginning of your call - - so that if things are typed into chat a few couple minutes into the call, and it has to be retyped when late attendees arrive.",want things to always have all settings,0.0
- you can also not control audio content from the app or if you dial anyone in on the windows phone,you want to also enter alphabets,0.0
- chat interaction function management is rather difficult how to switch between group interaction reply and personal interaction chats - - i have seen many accidental social chats,user has had to enter password password folder multiple times,0.0
- typical backgrounds we don't have very great interface - -,want to constantly update app on the phone,0.0
really much wish that the mobile client app allowed you to save audio recordings locally.,"pop up window will not close even after after tapping it on "" x "" indicator button",0.0
( see iphone ios 8 ) apple is utterly incapable instead of connecting to any calls.,graphics is extremely low profile and gameplay depth is very bad,0.0
i can not possibly assign me a picture editor to erase my profile for when i ever have blown my camera off.,f does so not swing forward even if there already is 1gb of space,0.0
"and have no change where to add upgrade within the plan, please unless assigned a button for upgrade options to others plan also.",help improve dynamic zoom for users,0.0
will please put the controls button at right the right bottom of the screen.,zoom is very good fit for interactive large action groups,0.0
finding an extra option to touch the space bar controller to move toggle mute / touch unmute switches would be wonderful.,want to use just two devices used simultaneously,0.0
every every second time here i update off my profile picture and join a meeting the entire profile and picture looks blurred.,you want to toggle small format video box on / slide off,0.0
though i don't totally understand why so i can not get it to work like on my stupid apple laptop,people want to either do classes or meetings,0.0
"also, still without me selecting photos that feature the app teaser automatically blurs my background which creates also a darker halo background around me making thus my projected outline look visually very unnatural.",good for audiences watching action movies and serials,0.0
please now allow me to completely unblur my appropriate background color and utilize the full hd quality view of my camera.,screen freezes and stops audio compression continues,0.0
"zoom & zoom my airpods pro will work great on my ios iphones iphone but, like the zoom app on my macbook powers air and zoom the fake bluetooth glitches out appear like crazy birds and cuts in and out.",● unable to skip 200 ad,0.0
"really good great linux app using his just "" atari basic "" ( limited or free. ) version.",want to even make individual participant cardboard boxes pretty large,0.0
· the gui interface ( especially with limitations regards sensitivity to user controls ) is hard coded to navigate.,have to actively sign up in with tv provider as hosts well to actively use the app,0.0
i has only used it a cpl times trial yet since my fully saved passcodes don't not properly work.,pip mode 2 is not fully available commercially for android,0.0
"the lock ability required to securely lock a breakout room keeps from touching the windows inside, similar to the way we can lock a cabinet meeting, preventing others members from joining.",customers want to add shark masks to phones,0.0
"if required we could simply lock the breakout room door and have the interrogation room display "" message locked "" internally rather than merely listing only the main participants names, that would be especially great for facilitating private conversations.",fair play store owner is not working,0.0
the optional ability to limit those who can hear the audible audible alert when a novice participant enters the immediate waiting briefing room.,want to unlock digital camera zoom icon,0.0
my biggest biggest complaint is probably the inability to physically turn them off both the intergeated calling features.,want people to change background noises on iphone,0.0
not able algorithms to accurately mirror each screen onto smart tv,phone charging battery monitoring is not starting,0.0
note we need only add close text caption for deaf who obviously can really not hear anything please you can put add for close captions on your zoom channels by wednesday morning,people want to restart another device,0.0
there is also not even exactly a way to maintain contact in any settings working on upgrading the app.,ios app is inherently bad and unable to load load,0.0
literally and it is said sign in failed argument in chinese,want to better get virtual background option apps for google ipad,0.0
this cute app bug would distract on me a lot and pretend it would glitch all the time and took all of that the space on my laptop and sometimes it would always start and then the mini wi - fi would always just totally shut myself down,want them to continue academic study,0.0
"i love being zoom for me having meetings, but what a problem that occurs occasionally is trying out to mute someone or lower someone else is my hand but the list changing due to someone unmuting them or raising / raising lowering over their hand, causing me to mute the incorrect looking person.",we want to rename adobe name font in zoom settings,0.0
easily logging onto whether a meeting directory is very easy,manufacturers want to use virtual analog background,0.0
great 3d experience using zoom all i wanted plus was more new gameplay features more like video editing background editing option included in ipad,current apple phone has background camera option,0.0
zoom app 2 is currently not opening in iphone 7 plus plus.,‡ audio missing from final meeting,0.0
unfortunately it is often so good to have simple facial recognition tools when discussing personal business or professional work.,want readers to sign it out articles from chinese language,0.0
• sometimes i only want to be anonymous everyone in a random meeting - every time i really go on to facebook edit my name and put a new name check in next time i just go into zoom,video sound volume is very low,0.0
was difficult to get started trying to host a big meeting,whenever meeting gets disconnected,0.0
"what happens is that are all about in our other words, i cannot get trapped into my own space zoom in room.",registration application process which is time consuming,0.0
"i love liking the handheld zoom app, i just sincerely wish how they also would address a way to center camera view when suddenly you have an automated off - center camera on your handheld device.",graphics quality information is always good,0.0
although they sure are still sucking some money pouring out of my account with no means to cancel business at all this time.,tablet tablet version has limited functionality features,0.0
it is really really helpful ways to really be totally able learn to mute other people dependent on zoom if they are accidentally mentally unmuted or saying any wrong things.,easy download speed download is very slow,0.0
it itself is both frustrating and maddening difficult to actually be unable to connect with like the others through zoom zoom!,microphone is therefore not necessarily working when joining apps from browser,0.0
i cannot easily connect to google zoom meetings on via my ipad.,good scientific quality of engineering conferences,0.0
background screen color goes black except noted for missing a little man icon in center - -,prices below are high,0.0
"no press buttons, no way around to drag you down any meeting controls from my top, absolutely nothing i possibly can do.",charge transfer time is rather slow,0.0
perhaps i don't currently understand why removing the seemingly simple function of allowing us to permanently change our status on the mobile app is also not normally an unusual option.,any amount getting deducted without providing any proper notification,0.0
using zoom for multiplayer online classes users is super damned convenient and will not otherwise get any stuck.,easy to rip open and quick start,0.0
host functionality typically is very glitchy found on tablet device or tablet phone.,want to turn off your screen without rotation,0.0
"no hardware integration requires with the password security manager, so you must immediately remember your correct password, and you will re - use the reasonably simple one interface you should use online for all the crap online websites.",his sound stopped working,0.0
demonstrating almost no configurability of understanding how the participants communicate are displayed.,want to put totally zoom movies on home cinema screen,0.0
"for some inadequate reason, since it probably always simply wants to launch through a web link, then opening another partially useless tab, and potentially adding a few couple weeks of useless click clicks.",people want to turn on magnetic orientation lock,0.0
there is therefore no viable option today to use breakout rooms.,good weather for children and in lockdown real time,0.0
it also seems the certain cosmetic features have not appeared exclusively in the mobile phones version of zoom.,each sound is nearly constantly glitching,0.0
please add the feature to screen where we both can close on the zoom app & will still watch through a video / live movie scene on the very small screen.,they want to record audio content and video,0.0
§ 2. - ability to really know just how many people are properly listening the appropriate foreign language.,too good for wireless emoji filters,0.0
i love to see your smiling faces and continue to building real relationships online through zoom!,update is taking it too much long,0.0
"it is good except you canot record on both the ipad phone version, and you absolutely cannot have downloaded the chat back up and still see onto the touch screen.",internet hulu subscription library is expensive,0.0
• why is that this music is really not translated well enough on zoom?,good for all korean voice lessons,0.0
honestly i am going nuts trying to ever figure how out of a way not to have a big picture lit up while on a zoom ( and because i don't want to be actually seen anymore live ).,unable not to legally use hulu on mobile ios,0.0
"this app does most simulate things i wish could theoretically do on a laptop, since however, the limited ability to actually do breakout rooms is currently not on in the app.",many mobile broadband app crashes frequently,0.0
i would like to be fully able now to play minis the screen while i currently scroll thru for other android apps,want to permanently join zoom gaming rooms,0.0
this whole app feature is always very glitchy especially on seeing a green screen background the previous ads are kind of false advertising advertising because hopefully they never look so high quality when in fake reality,want to automatically adjust file subtitle size settings on chromecast,0.0
you readers should also add a section listing where you copy can be put in notes.,want me to record as a meeting,0.0
but when so you try to screen share information it is nearly always lagging out and often you often can not actually see what is going on.,educational uses exist only,0.0
how once me and my friend where you trying to watch from a classic movie together but when she tried i mom could absolutely not see it and sometimes when i tried she could simply not see.,video quality quality coding is best,0.0
i would definitely like to be somehow able enough to still actually see over the meeting room info online even longer when i have turned off the video.,auditory facial recognition is particularly good,0.0
i some wondered how lost was the best audio and video.,home video views are relatively limited,0.0
please personally send me some valuable advice on how to get back home to the dc zoom project meetings once i do have lost the audio and visual.,receiving error code code,0.0
click on iphone and my ipad i almost cannot put off a mental picture up as my iphone portal - face - screen.,host thy voice gets more fuzzy,0.0
and unless you know how you people can just put yourself an emoji on around the corner of your display screen.,‡ unable to download videos on phone,0.0
slow video stream sending pauses when i can do multitasking.,players facing buffering issues while other ads clients are playing,0.0
hope this helps stay together always as a happy family,unable content to use ios app programming on the tv,0.0
does not have some other obvious features such like auto switch signaling between separate devices.,news content production is bad financially due to bigboss malyalam channel program,0.0
the only thing i might feel could ever be improved is not to always have kept the passcode imported / reset populate input automatically synchronized if the meeting machine is joined via a link.,good for treating mental and emotional distress management,0.0
please may add even a floating window picture in windows picture saving mode when you minimize modifying the app like chrome webex ( add google mute buttons ).,• want disney + premium subscription,0.0
i should look forward to zoom to have found the same facebook filter on me instagram,note unable to enter login with correct index pin,0.0
analysts hope creative hardware manufacturers can add their block function to not mind the matching block trg is simply not worth replacing having,● unable afford to use background camera,0.0
how to sign an out a acc just crazy good chinese,users want voters to find monthly polls in certain devices,0.0
